2022-04-25 14:34:02.982 UTC [21] LOG:  database system was shut down at 2022-04-19 15:02:23 UTC
2022-04-25 14:59:35.612 UTC [106] LOG:  execute pdo_stmt_00000003: SELECT "countries"."id", "countries"."name", "countries"."short_name", "countries"."created_at", "countries"."updated_at" FROM "public"."countries"
2022-04-25 14:59:35.621 UTC [106] LOG:  statement: DEALLOCATE pdo_stmt_00000003
2022-04-25 15:00:03.680 UTC [107] LOG:  execute pdo_stmt_00000001: SELECT CASE WHEN COUNT(*) > 0 THEN 1 ELSE 0 END FROM information_schema.tables WHERE table_schema = 'public' AND table_name='countries'
2022-04-25 15:00:03.681 UTC [107] LOG:  statement: DEALLOCATE pdo_stmt_00000001
2022-04-25 15:00:03.706 UTC [107] LOG:  execute pdo_stmt_00000002: SELECT DISTINCT c.column_name AS Field, c.data_type AS Type, c.character_maximum_length AS Size, c.numeric_precision AS NumericSize, c.numeric_scale AS NumericScale, c.is_nullable AS Null, CASE WHEN pkc.column_name NOTNULL THEN 'PRI' ELSE '' END AS Key, CASE WHEN c.data_type LIKE '%int%' AND c.column_default LIKE '%nextval%' THEN 'auto_increment' ELSE '' END AS Extra, c.ordinal_position AS Position, c.column_default FROM information_schema.columns c LEFT JOIN ( SELECT kcu.column_name, kcu.table_name, kcu.table_schema FROM information_schema.table_constraints tc INNER JOIN information_schema.key_column_usage kcu on (kcu.constraint_name = tc.constraint_name and kcu.table_name=tc.table_name and kcu.table_schema=tc.table_schema) WHERE tc.constraint_type='PRIMARY KEY') pkc ON (c.column_name=pkc.column_name AND c.table_schema = pkc.table_schema AND c.table_name=pkc.table_name) WHERE c.table_schema='public' AND c.table_name='countries' ORDER BY c.ordinal_position
2022-04-25 15:00:03.708 UTC [107] LOG:  statement: DEALLOCATE pdo_stmt_00000002
2022-04-25 15:00:03.712 UTC [107] LOG:  execute pdo_stmt_00000003: SELECT "countries"."id", "countries"."name", "countries"."short_name", "countries"."created_at", "countries"."updated_at" FROM "public"."countries"
2022-04-25 15:00:03.717 UTC [107] LOG:  statement: DEALLOCATE pdo_stmt_00000003
2022-04-25 15:00:17.643 UTC [109] LOG:  execute pdo_stmt_00000001: SELECT CASE WHEN COUNT(*) > 0 THEN 1 ELSE 0 END FROM information_schema.tables WHERE table_schema = 'public' AND table_name='countries'
2022-04-25 15:00:17.643 UTC [109] LOG:  statement: DEALLOCATE pdo_stmt_00000001
2022-04-25 15:00:17.674 UTC [109] LOG:  execute pdo_stmt_00000002: SELECT DISTINCT c.column_name AS Field, c.data_type AS Type, c.character_maximum_length AS Size, c.numeric_precision AS NumericSize, c.numeric_scale AS NumericScale, c.is_nullable AS Null, CASE WHEN pkc.column_name NOTNULL THEN 'PRI' ELSE '' END AS Key, CASE WHEN c.data_type LIKE '%int%' AND c.column_default LIKE '%nextval%' THEN 'auto_increment' ELSE '' END AS Extra, c.ordinal_position AS Position, c.column_default FROM information_schema.columns c LEFT JOIN ( SELECT kcu.column_name, kcu.table_name, kcu.table_schema FROM information_schema.table_constraints tc INNER JOIN information_schema.key_column_usage kcu on (kcu.constraint_name = tc.constraint_name and kcu.table_name=tc.table_name and kcu.table_schema=tc.table_schema) WHERE tc.constraint_type='PRIMARY KEY') pkc ON (c.column_name=pkc.column_name AND c.table_schema = pkc.table_schema AND c.table_name=pkc.table_name) WHERE c.table_schema='public' AND c.table_name='countries' ORDER BY c.ordinal_position
2022-04-25 15:00:17.677 UTC [109] LOG:  statement: DEALLOCATE pdo_stmt_00000002
2022-04-25 15:00:17.679 UTC [109] LOG:  execute pdo_stmt_00000003: INSERT INTO "public"."countries" ("name", "short_name", "created_at", "updated_at", "id") VALUES ($1, $2, $3, DEFAULT, DEFAULT)
2022-04-25 15:00:17.679 UTC [109] DETAIL:  parameters: $1 = 'Tunisie', $2 = 'TU', $3 = '2022-04-25'
2022-04-25 15:00:17.683 UTC [109] LOG:  statement: DEALLOCATE pdo_stmt_00000003
2022-04-25 15:00:17.683 UTC [109] LOG:  execute <unnamed>: SELECT CURRVAL($1)
2022-04-25 15:00:17.683 UTC [109] DETAIL:  parameters: $1 = 'countries_id_seq'
2022-04-25 15:00:19.165 UTC [110] LOG:  execute pdo_stmt_00000001: SELECT CASE WHEN COUNT(*) > 0 THEN 1 ELSE 0 END FROM information_schema.tables WHERE table_schema = 'public' AND table_name='countries'
2022-04-25 15:00:19.166 UTC [110] LOG:  statement: DEALLOCATE pdo_stmt_00000001
2022-04-25 15:00:19.192 UTC [110] LOG:  execute pdo_stmt_00000002: SELECT DISTINCT c.column_name AS Field, c.data_type AS Type, c.character_maximum_length AS Size, c.numeric_precision AS NumericSize, c.numeric_scale AS NumericScale, c.is_nullable AS Null, CASE WHEN pkc.column_name NOTNULL THEN 'PRI' ELSE '' END AS Key, CASE WHEN c.data_type LIKE '%int%' AND c.column_default LIKE '%nextval%' THEN 'auto_increment' ELSE '' END AS Extra, c.ordinal_position AS Position, c.column_default FROM information_schema.columns c LEFT JOIN ( SELECT kcu.column_name, kcu.table_name, kcu.table_schema FROM information_schema.table_constraints tc INNER JOIN information_schema.key_column_usage kcu on (kcu.constraint_name = tc.constraint_name and kcu.table_name=tc.table_name and kcu.table_schema=tc.table_schema) WHERE tc.constraint_type='PRIMARY KEY') pkc ON (c.column_name=pkc.column_name AND c.table_schema = pkc.table_schema AND c.table_name=pkc.table_name) WHERE c.table_schema='public' AND c.table_name='countries' ORDER BY c.ordinal_position
2022-04-25 15:00:19.195 UTC [110] LOG:  statement: DEALLOCATE pdo_stmt_00000002
2022-04-25 15:00:19.198 UTC [110] LOG:  execute pdo_stmt_00000003: SELECT "countries"."id", "countries"."name", "countries"."short_name", "countries"."created_at", "countries"."updated_at" FROM "public"."countries"
2022-04-25 15:00:19.202 UTC [110] LOG:  statement: DEALLOCATE pdo_stmt_00000003
2022-04-25 15:09:07.763 UTC [129] LOG:  execute pdo_stmt_00000001: SELECT CASE WHEN COUNT(*) > 0 THEN 1 ELSE 0 END FROM information_schema.tables WHERE table_schema = 'public' AND table_name='countries'
2022-04-25 15:09:07.764 UTC [129] LOG:  statement: DEALLOCATE pdo_stmt_00000001
2022-04-25 15:09:07.799 UTC [129] LOG:  execute pdo_stmt_00000002: SELECT DISTINCT c.column_name AS Field, c.data_type AS Type, c.character_maximum_length AS Size, c.numeric_precision AS NumericSize, c.numeric_scale AS NumericScale, c.is_nullable AS Null, CASE WHEN pkc.column_name NOTNULL THEN 'PRI' ELSE '' END AS Key, CASE WHEN c.data_type LIKE '%int%' AND c.column_default LIKE '%nextval%' THEN 'auto_increment' ELSE '' END AS Extra, c.ordinal_position AS Position, c.column_default FROM information_schema.columns c LEFT JOIN ( SELECT kcu.column_name, kcu.table_name, kcu.table_schema FROM information_schema.table_constraints tc INNER JOIN information_schema.key_column_usage kcu on (kcu.constraint_name = tc.constraint_name and kcu.table_name=tc.table_name and kcu.table_schema=tc.table_schema) WHERE tc.constraint_type='PRIMARY KEY') pkc ON (c.column_name=pkc.column_name AND c.table_schema = pkc.table_schema AND c.table_name=pkc.table_name) WHERE c.table_schema='public' AND c.table_name='countries' ORDER BY c.ordinal_position
2022-04-25 15:09:07.802 UTC [129] LOG:  statement: DEALLOCATE pdo_stmt_00000002
2022-04-25 15:09:07.810 UTC [129] LOG:  execute pdo_stmt_00000003: SELECT "countries"."id", "countries"."name", "countries"."short_name", "countries"."created_at", "countries"."updated_at" FROM "public"."countries"
2022-04-25 15:09:07.816 UTC [129] LOG:  statement: DEALLOCATE pdo_stmt_00000003
2022-04-25 15:17:42.244 UTC [147] LOG:  execute pdo_stmt_00000001: SELECT CASE WHEN COUNT(*) > 0 THEN 1 ELSE 0 END FROM information_schema.tables WHERE table_schema = 'public' AND table_name='countries'
2022-04-25 15:17:42.246 UTC [147] LOG:  statement: DEALLOCATE pdo_stmt_00000001
2022-04-25 15:17:42.277 UTC [147] LOG:  execute pdo_stmt_00000002: SELECT DISTINCT c.column_name AS Field, c.data_type AS Type, c.character_maximum_length AS Size, c.numeric_precision AS NumericSize, c.numeric_scale AS NumericScale, c.is_nullable AS Null, CASE WHEN pkc.column_name NOTNULL THEN 'PRI' ELSE '' END AS Key, CASE WHEN c.data_type LIKE '%int%' AND c.column_default LIKE '%nextval%' THEN 'auto_increment' ELSE '' END AS Extra, c.ordinal_position AS Position, c.column_default FROM information_schema.columns c LEFT JOIN ( SELECT kcu.column_name, kcu.table_name, kcu.table_schema FROM information_schema.table_constraints tc INNER JOIN information_schema.key_column_usage kcu on (kcu.constraint_name = tc.constraint_name and kcu.table_name=tc.table_name and kcu.table_schema=tc.table_schema) WHERE tc.constraint_type='PRIMARY KEY') pkc ON (c.column_name=pkc.column_name AND c.table_schema = pkc.table_schema AND c.table_name=pkc.table_name) WHERE c.table_schema='public' AND c.table_name='countries' ORDER BY c.ordinal_position
2022-04-25 15:17:42.281 UTC [147] LOG:  statement: DEALLOCATE pdo_stmt_00000002
2022-04-25 15:17:42.287 UTC [147] LOG:  execute pdo_stmt_00000003: SELECT "countries"."id", "countries"."name", "countries"."short_name", "countries"."created_at", "countries"."updated_at" FROM "public"."countries"
2022-04-25 15:17:42.292 UTC [147] LOG:  statement: DEALLOCATE pdo_stmt_00000003
2022-04-25 15:19:34.918 UTC [151] WARNING:  could not open statistics file "pg_stat_tmp/global.stat": Operation not permitted
2022-04-25 15:20:45.372 UTC [154] LOG:  execute pdo_stmt_00000001: SELECT CASE WHEN COUNT(*) > 0 THEN 1 ELSE 0 END FROM information_schema.tables WHERE table_schema = 'public' AND table_name='countries'
2022-04-25 15:20:45.372 UTC [154] LOG:  statement: DEALLOCATE pdo_stmt_00000001
2022-04-25 15:20:45.400 UTC [154] LOG:  execute pdo_stmt_00000002: SELECT DISTINCT c.column_name AS Field, c.data_type AS Type, c.character_maximum_length AS Size, c.numeric_precision AS NumericSize, c.numeric_scale AS NumericScale, c.is_nullable AS Null, CASE WHEN pkc.column_name NOTNULL THEN 'PRI' ELSE '' END AS Key, CASE WHEN c.data_type LIKE '%int%' AND c.column_default LIKE '%nextval%' THEN 'auto_increment' ELSE '' END AS Extra, c.ordinal_position AS Position, c.column_default FROM information_schema.columns c LEFT JOIN ( SELECT kcu.column_name, kcu.table_name, kcu.table_schema FROM information_schema.table_constraints tc INNER JOIN information_schema.key_column_usage kcu on (kcu.constraint_name = tc.constraint_name and kcu.table_name=tc.table_name and kcu.table_schema=tc.table_schema) WHERE tc.constraint_type='PRIMARY KEY') pkc ON (c.column_name=pkc.column_name AND c.table_schema = pkc.table_schema AND c.table_name=pkc.table_name) WHERE c.table_schema='public' AND c.table_name='countries' ORDER BY c.ordinal_position
2022-04-25 15:20:45.403 UTC [154] LOG:  statement: DEALLOCATE pdo_stmt_00000002
2022-04-25 15:20:45.410 UTC [154] LOG:  execute pdo_stmt_00000003: SELECT "countries"."id", "countries"."name", "countries"."short_name", "countries"."created_at", "countries"."updated_at" FROM "public"."countries"
2022-04-25 15:20:45.426 UTC [154] LOG:  statement: DEALLOCATE pdo_stmt_00000003
2022-04-25 15:21:38.709 UTC [157] LOG:  execute pdo_stmt_00000001: SELECT CASE WHEN COUNT(*) > 0 THEN 1 ELSE 0 END FROM information_schema.tables WHERE table_schema = 'public' AND table_name='countries'
2022-04-25 15:21:38.709 UTC [157] LOG:  statement: DEALLOCATE pdo_stmt_00000001
2022-04-25 15:21:38.741 UTC [157] LOG:  execute pdo_stmt_00000002: SELECT DISTINCT c.column_name AS Field, c.data_type AS Type, c.character_maximum_length AS Size, c.numeric_precision AS NumericSize, c.numeric_scale AS NumericScale, c.is_nullable AS Null, CASE WHEN pkc.column_name NOTNULL THEN 'PRI' ELSE '' END AS Key, CASE WHEN c.data_type LIKE '%int%' AND c.column_default LIKE '%nextval%' THEN 'auto_increment' ELSE '' END AS Extra, c.ordinal_position AS Position, c.column_default FROM information_schema.columns c LEFT JOIN ( SELECT kcu.column_name, kcu.table_name, kcu.table_schema FROM information_schema.table_constraints tc INNER JOIN information_schema.key_column_usage kcu on (kcu.constraint_name = tc.constraint_name and kcu.table_name=tc.table_name and kcu.table_schema=tc.table_schema) WHERE tc.constraint_type='PRIMARY KEY') pkc ON (c.column_name=pkc.column_name AND c.table_schema = pkc.table_schema AND c.table_name=pkc.table_name) WHERE c.table_schema='public' AND c.table_name='countries' ORDER BY c.ordinal_position
2022-04-25 15:21:38.744 UTC [157] LOG:  statement: DEALLOCATE pdo_stmt_00000002
2022-04-25 15:21:38.748 UTC [157] LOG:  execute pdo_stmt_00000003: SELECT "countries"."id", "countries"."name", "countries"."short_name", "countries"."created_at", "countries"."updated_at" FROM "public"."countries"
2022-04-25 15:21:38.768 UTC [157] LOG:  statement: DEALLOCATE pdo_stmt_00000003
2022-04-25 15:22:30.526 UTC [159] LOG:  execute pdo_stmt_00000001: SELECT CASE WHEN COUNT(*) > 0 THEN 1 ELSE 0 END FROM information_schema.tables WHERE table_schema = 'public' AND table_name='countries'
2022-04-25 15:22:30.527 UTC [159] LOG:  statement: DEALLOCATE pdo_stmt_00000001
2022-04-25 15:22:30.556 UTC [159] LOG:  execute pdo_stmt_00000002: SELECT DISTINCT c.column_name AS Field, c.data_type AS Type, c.character_maximum_length AS Size, c.numeric_precision AS NumericSize, c.numeric_scale AS NumericScale, c.is_nullable AS Null, CASE WHEN pkc.column_name NOTNULL THEN 'PRI' ELSE '' END AS Key, CASE WHEN c.data_type LIKE '%int%' AND c.column_default LIKE '%nextval%' THEN 'auto_increment' ELSE '' END AS Extra, c.ordinal_position AS Position, c.column_default FROM information_schema.columns c LEFT JOIN ( SELECT kcu.column_name, kcu.table_name, kcu.table_schema FROM information_schema.table_constraints tc INNER JOIN information_schema.key_column_usage kcu on (kcu.constraint_name = tc.constraint_name and kcu.table_name=tc.table_name and kcu.table_schema=tc.table_schema) WHERE tc.constraint_type='PRIMARY KEY') pkc ON (c.column_name=pkc.column_name AND c.table_schema = pkc.table_schema AND c.table_name=pkc.table_name) WHERE c.table_schema='public' AND c.table_name='countries' ORDER BY c.ordinal_position
2022-04-25 15:22:30.559 UTC [159] LOG:  statement: DEALLOCATE pdo_stmt_00000002
2022-04-25 15:22:30.563 UTC [159] LOG:  execute pdo_stmt_00000003: SELECT "countries"."id", "countries"."name", "countries"."short_name", "countries"."created_at", "countries"."updated_at" FROM "public"."countries"
2022-04-25 15:22:30.576 UTC [159] LOG:  statement: DEALLOCATE pdo_stmt_00000003
2022-04-25 15:28:29.940 UTC [172] LOG:  execute pdo_stmt_00000001: SELECT CASE WHEN COUNT(*) > 0 THEN 1 ELSE 0 END FROM information_schema.tables WHERE table_schema = 'public' AND table_name='countries'
2022-04-25 15:28:29.941 UTC [172] LOG:  statement: DEALLOCATE pdo_stmt_00000001
2022-04-25 15:28:29.971 UTC [172] LOG:  execute pdo_stmt_00000002: SELECT DISTINCT c.column_name AS Field, c.data_type AS Type, c.character_maximum_length AS Size, c.numeric_precision AS NumericSize, c.numeric_scale AS NumericScale, c.is_nullable AS Null, CASE WHEN pkc.column_name NOTNULL THEN 'PRI' ELSE '' END AS Key, CASE WHEN c.data_type LIKE '%int%' AND c.column_default LIKE '%nextval%' THEN 'auto_increment' ELSE '' END AS Extra, c.ordinal_position AS Position, c.column_default FROM information_schema.columns c LEFT JOIN ( SELECT kcu.column_name, kcu.table_name, kcu.table_schema FROM information_schema.table_constraints tc INNER JOIN information_schema.key_column_usage kcu on (kcu.constraint_name = tc.constraint_name and kcu.table_name=tc.table_name and kcu.table_schema=tc.table_schema) WHERE tc.constraint_type='PRIMARY KEY') pkc ON (c.column_name=pkc.column_name AND c.table_schema = pkc.table_schema AND c.table_name=pkc.table_name) WHERE c.table_schema='public' AND c.table_name='countries' ORDER BY c.ordinal_position
2022-04-25 15:28:29.973 UTC [172] LOG:  statement: DEALLOCATE pdo_stmt_00000002
2022-04-25 15:28:29.978 UTC [172] LOG:  execute pdo_stmt_00000003: SELECT "countries"."id", "countries"."name", "countries"."short_name", "countries"."created_at", "countries"."updated_at" FROM "public"."countries"
2022-04-25 15:28:29.985 UTC [172] LOG:  statement: DEALLOCATE pdo_stmt_00000003
2022-04-25 15:28:31.629 UTC [173] LOG:  execute pdo_stmt_00000001: SELECT CASE WHEN COUNT(*) > 0 THEN 1 ELSE 0 END FROM information_schema.tables WHERE table_schema = 'public' AND table_name='countries'
2022-04-25 15:28:31.630 UTC [173] LOG:  statement: DEALLOCATE pdo_stmt_00000001
2022-04-25 15:28:31.658 UTC [173] LOG:  execute pdo_stmt_00000002: SELECT DISTINCT c.column_name AS Field, c.data_type AS Type, c.character_maximum_length AS Size, c.numeric_precision AS NumericSize, c.numeric_scale AS NumericScale, c.is_nullable AS Null, CASE WHEN pkc.column_name NOTNULL THEN 'PRI' ELSE '' END AS Key, CASE WHEN c.data_type LIKE '%int%' AND c.column_default LIKE '%nextval%' THEN 'auto_increment' ELSE '' END AS Extra, c.ordinal_position AS Position, c.column_default FROM information_schema.columns c LEFT JOIN ( SELECT kcu.column_name, kcu.table_name, kcu.table_schema FROM information_schema.table_constraints tc INNER JOIN information_schema.key_column_usage kcu on (kcu.constraint_name = tc.constraint_name and kcu.table_name=tc.table_name and kcu.table_schema=tc.table_schema) WHERE tc.constraint_type='PRIMARY KEY') pkc ON (c.column_name=pkc.column_name AND c.table_schema = pkc.table_schema AND c.table_name=pkc.table_name) WHERE c.table_schema='public' AND c.table_name='countries' ORDER BY c.ordinal_position
2022-04-25 15:28:31.661 UTC [173] LOG:  statement: DEALLOCATE pdo_stmt_00000002
2022-04-25 15:28:31.667 UTC [173] LOG:  execute pdo_stmt_00000003: SELECT "countries"."id", "countries"."name", "countries"."short_name", "countries"."created_at", "countries"."updated_at" FROM "public"."countries" WHERE "countries"."id" = '2' LIMIT $1
2022-04-25 15:28:31.667 UTC [173] DETAIL:  parameters: $1 = '1'
2022-04-25 15:28:31.668 UTC [173] LOG:  statement: DEALLOCATE pdo_stmt_00000003
2022-04-25 15:28:31.670 UTC [173] LOG:  execute pdo_stmt_00000004: DELETE FROM "public"."countries" WHERE "id" = $1
2022-04-25 15:28:31.670 UTC [173] DETAIL:  parameters: $1 = '2'
2022-04-25 15:28:31.675 UTC [173] LOG:  statement: DEALLOCATE pdo_stmt_00000004
2022-04-25 15:29:05.151 UTC [175] LOG:  execute pdo_stmt_00000001: SELECT CASE WHEN COUNT(*) > 0 THEN 1 ELSE 0 END FROM information_schema.tables WHERE table_schema = 'public' AND table_name='countries'
2022-04-25 15:29:05.152 UTC [175] LOG:  statement: DEALLOCATE pdo_stmt_00000001
2022-04-25 15:29:05.191 UTC [175] LOG:  execute pdo_stmt_00000002: SELECT DISTINCT c.column_name AS Field, c.data_type AS Type, c.character_maximum_length AS Size, c.numeric_precision AS NumericSize, c.numeric_scale AS NumericScale, c.is_nullable AS Null, CASE WHEN pkc.column_name NOTNULL THEN 'PRI' ELSE '' END AS Key, CASE WHEN c.data_type LIKE '%int%' AND c.column_default LIKE '%nextval%' THEN 'auto_increment' ELSE '' END AS Extra, c.ordinal_position AS Position, c.column_default FROM information_schema.columns c LEFT JOIN ( SELECT kcu.column_name, kcu.table_name, kcu.table_schema FROM information_schema.table_constraints tc INNER JOIN information_schema.key_column_usage kcu on (kcu.constraint_name = tc.constraint_name and kcu.table_name=tc.table_name and kcu.table_schema=tc.table_schema) WHERE tc.constraint_type='PRIMARY KEY') pkc ON (c.column_name=pkc.column_name AND c.table_schema = pkc.table_schema AND c.table_name=pkc.table_name) WHERE c.table_schema='public' AND c.table_name='countries' ORDER BY c.ordinal_position
2022-04-25 15:29:05.195 UTC [175] LOG:  statement: DEALLOCATE pdo_stmt_00000002
2022-04-25 15:29:05.200 UTC [175] LOG:  execute pdo_stmt_00000003: SELECT "countries"."id", "countries"."name", "countries"."short_name", "countries"."created_at", "countries"."updated_at" FROM "public"."countries"
2022-04-25 15:29:05.211 UTC [175] LOG:  statement: DEALLOCATE pdo_stmt_00000003
2022-04-25 15:29:06.366 UTC [177] LOG:  execute pdo_stmt_00000001: SELECT CASE WHEN COUNT(*) > 0 THEN 1 ELSE 0 END FROM information_schema.tables WHERE table_schema = 'public' AND table_name='countries'
2022-04-25 15:29:06.366 UTC [177] LOG:  statement: DEALLOCATE pdo_stmt_00000001
2022-04-25 15:29:06.396 UTC [177] LOG:  execute pdo_stmt_00000002: SELECT DISTINCT c.column_name AS Field, c.data_type AS Type, c.character_maximum_length AS Size, c.numeric_precision AS NumericSize, c.numeric_scale AS NumericScale, c.is_nullable AS Null, CASE WHEN pkc.column_name NOTNULL THEN 'PRI' ELSE '' END AS Key, CASE WHEN c.data_type LIKE '%int%' AND c.column_default LIKE '%nextval%' THEN 'auto_increment' ELSE '' END AS Extra, c.ordinal_position AS Position, c.column_default FROM information_schema.columns c LEFT JOIN ( SELECT kcu.column_name, kcu.table_name, kcu.table_schema FROM information_schema.table_constraints tc INNER JOIN information_schema.key_column_usage kcu on (kcu.constraint_name = tc.constraint_name and kcu.table_name=tc.table_name and kcu.table_schema=tc.table_schema) WHERE tc.constraint_type='PRIMARY KEY') pkc ON (c.column_name=pkc.column_name AND c.table_schema = pkc.table_schema AND c.table_name=pkc.table_name) WHERE c.table_schema='public' AND c.table_name='countries' ORDER BY c.ordinal_position
2022-04-25 15:29:06.399 UTC [177] LOG:  statement: DEALLOCATE pdo_stmt_00000002
2022-04-25 15:29:06.407 UTC [177] LOG:  execute pdo_stmt_00000003: SELECT "countries"."id", "countries"."name", "countries"."short_name", "countries"."created_at", "countries"."updated_at" FROM "public"."countries" WHERE "countries"."id" = '3' LIMIT $1
2022-04-25 15:29:06.407 UTC [177] DETAIL:  parameters: $1 = '1'
2022-04-25 15:29:06.409 UTC [177] LOG:  statement: DEALLOCATE pdo_stmt_00000003
2022-04-25 15:29:06.410 UTC [177] LOG:  execute pdo_stmt_00000004: DELETE FROM "public"."countries" WHERE "id" = $1
2022-04-25 15:29:06.410 UTC [177] DETAIL:  parameters: $1 = '3'
2022-04-25 15:29:06.415 UTC [177] LOG:  statement: DEALLOCATE pdo_stmt_00000004
2022-04-25 15:29:12.466 UTC [178] LOG:  execute pdo_stmt_00000001: SELECT CASE WHEN COUNT(*) > 0 THEN 1 ELSE 0 END FROM information_schema.tables WHERE table_schema = 'public' AND table_name='countries'
2022-04-25 15:29:12.467 UTC [178] LOG:  statement: DEALLOCATE pdo_stmt_00000001
2022-04-25 15:29:12.491 UTC [178] LOG:  execute pdo_stmt_00000002: SELECT DISTINCT c.column_name AS Field, c.data_type AS Type, c.character_maximum_length AS Size, c.numeric_precision AS NumericSize, c.numeric_scale AS NumericScale, c.is_nullable AS Null, CASE WHEN pkc.column_name NOTNULL THEN 'PRI' ELSE '' END AS Key, CASE WHEN c.data_type LIKE '%int%' AND c.column_default LIKE '%nextval%' THEN 'auto_increment' ELSE '' END AS Extra, c.ordinal_position AS Position, c.column_default FROM information_schema.columns c LEFT JOIN ( SELECT kcu.column_name, kcu.table_name, kcu.table_schema FROM information_schema.table_constraints tc INNER JOIN information_schema.key_column_usage kcu on (kcu.constraint_name = tc.constraint_name and kcu.table_name=tc.table_name and kcu.table_schema=tc.table_schema) WHERE tc.constraint_type='PRIMARY KEY') pkc ON (c.column_name=pkc.column_name AND c.table_schema = pkc.table_schema AND c.table_name=pkc.table_name) WHERE c.table_schema='public' AND c.table_name='countries' ORDER BY c.ordinal_position
2022-04-25 15:29:12.494 UTC [178] LOG:  statement: DEALLOCATE pdo_stmt_00000002
2022-04-25 15:29:12.499 UTC [178] LOG:  execute pdo_stmt_00000003: SELECT "countries"."id", "countries"."name", "countries"."short_name", "countries"."created_at", "countries"."updated_at" FROM "public"."countries"
2022-04-25 15:29:12.503 UTC [178] LOG:  statement: DEALLOCATE pdo_stmt_00000003
2022-04-25 15:29:24.971 UTC [179] LOG:  execute pdo_stmt_00000001: SELECT CASE WHEN COUNT(*) > 0 THEN 1 ELSE 0 END FROM information_schema.tables WHERE table_schema = 'public' AND table_name='countries'
2022-04-25 15:29:24.971 UTC [179] LOG:  statement: DEALLOCATE pdo_stmt_00000001
2022-04-25 15:29:25.008 UTC [179] LOG:  execute pdo_stmt_00000002: SELECT DISTINCT c.column_name AS Field, c.data_type AS Type, c.character_maximum_length AS Size, c.numeric_precision AS NumericSize, c.numeric_scale AS NumericScale, c.is_nullable AS Null, CASE WHEN pkc.column_name NOTNULL THEN 'PRI' ELSE '' END AS Key, CASE WHEN c.data_type LIKE '%int%' AND c.column_default LIKE '%nextval%' THEN 'auto_increment' ELSE '' END AS Extra, c.ordinal_position AS Position, c.column_default FROM information_schema.columns c LEFT JOIN ( SELECT kcu.column_name, kcu.table_name, kcu.table_schema FROM information_schema.table_constraints tc INNER JOIN information_schema.key_column_usage kcu on (kcu.constraint_name = tc.constraint_name and kcu.table_name=tc.table_name and kcu.table_schema=tc.table_schema) WHERE tc.constraint_type='PRIMARY KEY') pkc ON (c.column_name=pkc.column_name AND c.table_schema = pkc.table_schema AND c.table_name=pkc.table_name) WHERE c.table_schema='public' AND c.table_name='countries' ORDER BY c.ordinal_position
2022-04-25 15:29:25.011 UTC [179] LOG:  statement: DEALLOCATE pdo_stmt_00000002
2022-04-25 15:29:25.015 UTC [179] LOG:  execute pdo_stmt_00000003: SELECT "countries"."id", "countries"."name", "countries"."short_name", "countries"."created_at", "countries"."updated_at" FROM "public"."countries"
2022-04-25 15:29:25.020 UTC [179] LOG:  statement: DEALLOCATE pdo_stmt_00000003
2022-04-25 15:29:25.826 UTC [180] LOG:  execute pdo_stmt_00000001: SELECT CASE WHEN COUNT(*) > 0 THEN 1 ELSE 0 END FROM information_schema.tables WHERE table_schema = 'public' AND table_name='countries'
2022-04-25 15:29:25.826 UTC [180] LOG:  statement: DEALLOCATE pdo_stmt_00000001
2022-04-25 15:29:25.857 UTC [180] LOG:  execute pdo_stmt_00000002: SELECT DISTINCT c.column_name AS Field, c.data_type AS Type, c.character_maximum_length AS Size, c.numeric_precision AS NumericSize, c.numeric_scale AS NumericScale, c.is_nullable AS Null, CASE WHEN pkc.column_name NOTNULL THEN 'PRI' ELSE '' END AS Key, CASE WHEN c.data_type LIKE '%int%' AND c.column_default LIKE '%nextval%' THEN 'auto_increment' ELSE '' END AS Extra, c.ordinal_position AS Position, c.column_default FROM information_schema.columns c LEFT JOIN ( SELECT kcu.column_name, kcu.table_name, kcu.table_schema FROM information_schema.table_constraints tc INNER JOIN information_schema.key_column_usage kcu on (kcu.constraint_name = tc.constraint_name and kcu.table_name=tc.table_name and kcu.table_schema=tc.table_schema) WHERE tc.constraint_type='PRIMARY KEY') pkc ON (c.column_name=pkc.column_name AND c.table_schema = pkc.table_schema AND c.table_name=pkc.table_name) WHERE c.table_schema='public' AND c.table_name='countries' ORDER BY c.ordinal_position
2022-04-25 15:29:25.860 UTC [180] LOG:  statement: DEALLOCATE pdo_stmt_00000002
2022-04-25 15:29:25.864 UTC [180] LOG:  execute pdo_stmt_00000003: SELECT "countries"."id", "countries"."name", "countries"."short_name", "countries"."created_at", "countries"."updated_at" FROM "public"."countries" WHERE "countries"."id" = '4' LIMIT $1
2022-04-25 15:29:25.864 UTC [180] DETAIL:  parameters: $1 = '1'
2022-04-25 15:29:25.865 UTC [180] LOG:  statement: DEALLOCATE pdo_stmt_00000003
2022-04-25 15:29:25.867 UTC [180] LOG:  execute pdo_stmt_00000004: DELETE FROM "public"."countries" WHERE "id" = $1
2022-04-25 15:29:25.867 UTC [180] DETAIL:  parameters: $1 = '4'
2022-04-25 15:29:25.869 UTC [180] LOG:  statement: DEALLOCATE pdo_stmt_00000004
